uniprot,gene_name,bnum,cog_class
P06968,dut,b3640,METABOLISM
P0A7E3,pyrE,b3642,METABOLISM
P31441,ade,b3665,METABOLISM
P77788,nudG,b1759,METABOLISM
P76641,guaD,b2883,METABOLISM
P15770,aroE,b3281,METABOLISM
P15993,aroP,b0112,METABOLISM
P0AAE0,cycA,b4208,METABOLISM
P76541,eutL,b2439,METABOLISM
P52095,ldcC,b0186,METABOLISM
P0ADA1,tesA,b0494,METABOLISM
P77806,ybdL,b0600,METABOLISM
P75745,ybgK,b0712,METABOLISM
P0AAG3,gltL,b0652,METABOLISM
P22729,livM,b3456,METABOLISM
P76176,ydgD,b1598,METABOLISM
P00903,pabA,b3360,METABOLISM
P0AFH2,oppB,b1244,METABOLISM
P38105,rspB,b1580,METABOLISM
P39280,epmB,b4146,METABOLISM
P0AC30,ftsX,b3462,CELLULAR PROCESSES AND SIGNALING
P25536,yhdE,b3248,CELLULAR PROCESSES AND SIGNALING
P0AF26,narJ,b1226,METABOLISM
P0AFC3,nuoA,b2288,METABOLISM
P0AFD4,nuoH,b2282,METABOLISM
P0AB98,atpB,b3738,METABOLISM
P0ABK2,cydB,b0734,METABOLISM
P0ACE0,hybC,b2994,METABOLISM
P0AEV9,hycI,b2717,METABOLISM
P76149,sad,b1525,METABOLISM
Q46800,xdhB,b2867,METABOLISM
P77695,gnsB,b1550,
P0AEV4,hycA,b2725,
P0AAN9,iraP,b0382,
P0AFM4,psiF,b0384,
P27832,rffC,b3790,
P0AFZ1,sseB,b2522,
P0AA95,yacC,b0122,
P46122,yajI,b0412,
P0AAU7,ybfE,b0685,
P0AB61,yciN,b1273,
P76220,ydjY,b1751,
P64499,yebO,b1825,
P64503,yebV,b1836,
P64506,yebY,b1839,
P76550,yffS,b2450,
P0AD53,ygaC,b2671,
P64574,yghW,b2998,
P0AF70,yjeI,b4144,
P0AAS0,ylaC,b0458,
P0AB46,ymgD,b1171,
P76170,ynfB,b1583,
P64519,yodD,b1953,
P64564,yggT,b2952,
P46118,hexR,,
P45530,tusB,,
P60472,uppS,,
P31545,ycdB,,
P76507,yfdI,,
P37340,mdtK,b1663,CELLULAR PROCESSES AND SIGNALING
P75820,amiD,b0867,CELLULAR PROCESSES AND SIGNALING
P0ABV6,tolR,b0738,CELLULAR PROCESSES AND SIGNALING
P0ADZ7,yajC,b0407,CELLULAR PROCESSES AND SIGNALING
P31600,nfrA,b0568,CELLULAR PROCESSES AND SIGNALING
P30847,baeS,b2078,CELLULAR PROCESSES AND SIGNALING
P0ABE2,bolA,b0435,CELLULAR PROCESSES AND SIGNALING
P0AE67,cheY,b1882,CELLULAR PROCESSES AND SIGNALING
P21865,kdpD,b0695,CELLULAR PROCESSES AND SIGNALING
P23837,phoQ,b1129,CELLULAR PROCESSES AND SIGNALING
Q06065,atoC,b2220,CELLULAR PROCESSES AND SIGNALING
P0AE72,mazE,b2783,CELLULAR PROCESSES AND SIGNALING
P0AEV1,rssB,b1235,CELLULAR PROCESSES AND SIGNALING
P30843,basR,b4113,CELLULAR PROCESSES AND SIGNALING
P0AGA6,uhpA,b3669,CELLULAR PROCESSES AND SIGNALING
P76330,yedQ,b1956,CELLULAR PROCESSES AND SIGNALING
P37649,yhjK,b3529,CELLULAR PROCESSES AND SIGNALING
P0AE91,creA,b4397,POORLY CHARACTERIZED
P09549,dedD,b2314,POORLY CHARACTERIZED
P16681,phnB,b4107,POORLY CHARACTERIZED
P0A8R4,slyX,b3348,POORLY CHARACTERIZED
P0AA99,yafK,b0224,POORLY CHARACTERIZED
P0C037,yaiE,b0391,POORLY CHARACTERIZED
P75829,ybjX,b0877,POORLY CHARACTERIZED
P0AB12,yccF,b0961,POORLY CHARACTERIZED
P75954,ycfS,b1113,POORLY CHARACTERIZED
P29013,ycgB,b1188,POORLY CHARACTERIZED
P0ACW6,ydcH,b1426,POORLY CHARACTERIZED
P0ACY9,yebG,b1848,POORLY CHARACTERIZED
P0A8B2,yfcN,b2331,POORLY CHARACTERIZED
P0ADQ7,ygaM,b2672,POORLY CHARACTERIZED
P37642,yhjD,b3522,POORLY CHARACTERIZED
P0ACC3,erpA,b0156,POORLY CHARACTERIZED
P64461,lsrG,b1518,POORLY CHARACTERIZED
P39371,nanM,b4310,POORLY CHARACTERIZED
P0AF90,rraB,b4255,POORLY CHARACTERIZED
P77667,sufA,b1684,POORLY CHARACTERIZED
P0A8E5,yacL,b0119,POORLY CHARACTERIZED
P0AAQ6,ybaA,b0456,POORLY CHARACTERIZED
P0AAT2,ybdF,b0579,POORLY CHARACTERIZED
P0A8L7,yciU,b1248,POORLY CHARACTERIZED
P0AB10,ymbA,b0952,POORLY CHARACTERIZED
Q46919,yqcC,b2792,POORLY CHARACTERIZED
P0AA63,yqjA,b3095,POORLY CHARACTERIZED
P64585,yqjE,b3099,POORLY CHARACTERIZED
P0AE48,ytfP,b4222,POORLY CHARACTERIZED
P0ADC8,yjiX,b4353,POORLY CHARACTERIZED
P0ADU7,yqiB,b3033,POORLY CHARACTERIZED
P64534,rcnB,b2107,POORLY CHARACTERIZED
P0AAT6,rsfS,b0637,POORLY CHARACTERIZED
P28634,tsaA,b0195,POORLY CHARACTERIZED
P0A6A0,ubiB,b3835,POORLY CHARACTERIZED
P13001,bioH,b3412,POORLY CHARACTERIZED
P0AE63,chaB,b1217,POORLY CHARACTERIZED
P39405,fhuF,b4367,POORLY CHARACTERIZED
P31828,pqqL,b1494,POORLY CHARACTERIZED
P0A944,rimI,b4373,POORLY CHARACTERIZED
P0A840,surE,b2744,POORLY CHARACTERIZED
P75809,ybjI,b0844,POORLY CHARACTERIZED
P28306,yceG,b1097,POORLY CHARACTERIZED
P76046,ycjX,b1321,POORLY CHARACTERIZED
P76491,yfbR,b2291,POORLY CHARACTERIZED
P69853,dmsD,b1591,POORLY CHARACTERIZED
P0A8J2,dnaT,b4362,POORLY CHARACTERIZED
P37661,eptB,b3546,POORLY CHARACTERIZED
P77712,fadM,b0443,POORLY CHARACTERIZED
P25746,hflD,b1132,POORLY CHARACTERIZED
P76341,hiuH,b1970,POORLY CHARACTERIZED
P10423,iap,b2753,POORLY CHARACTERIZED
P0A754,kefF,b0046,POORLY CHARACTERIZED
P37339,lhgO,b2660,POORLY CHARACTERIZED
P77791,maa,b0459,POORLY CHARACTERIZED
P43671,pqiB,b0951,POORLY CHARACTERIZED
P0C0K3,rdoA,b3859,POORLY CHARACTERIZED
P27240,rfaY,b3625,POORLY CHARACTERIZED
P75782,rlmF,b0807,POORLY CHARACTERIZED
P0AFR0,rssA,b1234,POORLY CHARACTERIZED
P33667,selU,b0503,POORLY CHARACTERIZED
P77368,ybcL,b0545,POORLY CHARACTERIZED
P0A8Z3,ybgC,b0736,POORLY CHARACTERIZED
P75785,ybiP,b0815,POORLY CHARACTERIZED
P37757,yddE,b1464,POORLY CHARACTERIZED
P76121,yddH,b1462,POORLY CHARACTERIZED
P76234,yeaE,b1781,POORLY CHARACTERIZED
P76539,ypeA,b2434,POORLY CHARACTERIZED
P0ADW8,yheV,b4551,POORLY CHARACTERIZED
P39353,yjhC,b4280,POORLY CHARACTERIZED
P75713,ylbA,b0515,POORLY CHARACTERIZED
P0AA57,yobA,b1841,POORLY CHARACTERIZED
P77279,fetA,b0490,POORLY CHARACTERIZED
P64612,zapE,b3232,POORLY CHARACTERIZED
P0A8Y8,entH,b0597,METABOLISM
P77608,mhpD,b0350,METABOLISM
P0A9T8,ybbA,b0495,METABOLISM
P0ABF4,eutM,b2457,METABOLISM
P37327,yfdC,b2347,METABOLISM
P69488,cutA,b4137,METABOLISM
P33650,feoB,b3409,METABOLISM
P13039,fes,b0585,METABOLISM
P0AC23,focA,b0904,METABOLISM
P0AFJ1,phnA,b4108,METABOLISM
P37028,btuF,b0158,METABOLISM
P27838,cyaY,b3807,METABOLISM
P0AEB0,cysW,b2423,METABOLISM
P0A9A2,ftnB,b1902,METABOLISM
P31547,metI,b0198,METABOLISM
P0ABK9,nrfA,b4070,METABOLISM
P0AEC0,yoaE,b1816,METABOLISM
P23878,fepC,b0588,METABOLISM
P32703,yjcE,b4065,METABOLISM
P0A6M2,dsbB,b1185,CELLULAR PROCESSES AND SIGNALING
P52644,hslJ,b1379,CELLULAR PROCESSES AND SIGNALING
P77570,anmK,b1640,CELLULAR PROCESSES AND SIGNALING
P16701,cysU,b2424,CELLULAR PROCESSES AND SIGNALING
P0AGG4,trxC,b2582,CELLULAR PROCESSES AND SIGNALING
P0AC65,nrdH,b2673,CELLULAR PROCESSES AND SIGNALING
P0AA53,qmcA,b0489,CELLULAR PROCESSES AND SIGNALING
P0AA31,yedF,b1930,CELLULAR PROCESSES AND SIGNALING
P0A6S0,flgH,b1079,CELLULAR PROCESSES AND SIGNALING
P07363,cheA,b1888,CELLULAR PROCESSES AND SIGNALING
P76501,yfcR,b2335,CELLULAR PROCESSES AND SIGNALING
P0A6B4,alr,b4053,CELLULAR PROCESSES AND SIGNALING
P26365,amiB,b4169,CELLULAR PROCESSES AND SIGNALING
P24228,dacB,b3182,CELLULAR PROCESSES AND SIGNALING
P23930,lnt,b0657,CELLULAR PROCESSES AND SIGNALING
P0A6W3,mraY,b0087,CELLULAR PROCESSES AND SIGNALING
P0A915,ompW,b1256,CELLULAR PROCESSES AND SIGNALING
P19934,tolA,b0739,CELLULAR PROCESSES AND SIGNALING
P0ADC3,lolC,b1116,CELLULAR PROCESSES AND SIGNALING
P0AEH1,rseP,b0176,CELLULAR PROCESSES AND SIGNALING
P75821,ybjS,b0868,CELLULAR PROCESSES AND SIGNALING
P76373,ugd,b2028,CELLULAR PROCESSES AND SIGNALING
P76112,mnaT,b1448,CELLULAR PROCESSES AND SIGNALING
P0C079,relB,b1564,INFORMATION STORAGE AND PROCESSING
P0A7Y4,rnhA,b0214,INFORMATION STORAGE AND PROCESSING
P10442,rnhB,b0183,INFORMATION STORAGE AND PROCESSING
P13458,sbcC,b0397,INFORMATION STORAGE AND PROCESSING
P0A8G0,uvrC,b1913,INFORMATION STORAGE AND PROCESSING
P0AEE8,dam,b3387,INFORMATION STORAGE AND PROCESSING
P03007,dnaQ,b0215,INFORMATION STORAGE AND PROCESSING
P28632,holD,b4372,INFORMATION STORAGE AND PROCESSING
P17888,priA,b3935,INFORMATION STORAGE AND PROCESSING
P0AAZ4,rarA,b0892,INFORMATION STORAGE AND PROCESSING
P08394,recB,b2820,INFORMATION STORAGE AND PROCESSING
P04993,recD,b2819,INFORMATION STORAGE AND PROCESSING
P0A7H0,recF,b3700,INFORMATION STORAGE AND PROCESSING
P45771,yrdD,b3283,INFORMATION STORAGE AND PROCESSING
P05824,recN,b2616,INFORMATION STORAGE AND PROCESSING
P30014,rnt,b1652,INFORMATION STORAGE AND PROCESSING
P0ADX9,rsmD,b3465,INFORMATION STORAGE AND PROCESSING
P09184,vsr,b1960,INFORMATION STORAGE AND PROCESSING
P0AFC0,nudB,b1865,INFORMATION STORAGE AND PROCESSING
P0ACL0,glpR,b3423,INFORMATION STORAGE AND PROCESSING
P0ACN7,cytR,b3934,INFORMATION STORAGE AND PROCESSING
P06846,ebgR,b3075,INFORMATION STORAGE AND PROCESSING
P0ACL2,exuR,b3094,INFORMATION STORAGE AND PROCESSING
P0AEM6,fliA,b1922,INFORMATION STORAGE AND PROCESSING
P25748,galS,b2151,INFORMATION STORAGE AND PROCESSING
P0A9F6,gcvA,b2808,INFORMATION STORAGE AND PROCESSING
P16528,iclR,b4018,INFORMATION STORAGE AND PROCESSING
P0A9F9,metR,b3828,INFORMATION STORAGE AND PROCESSING
P0AFW8,rof,b0189,INFORMATION STORAGE AND PROCESSING
P30864,yafC,b0208,INFORMATION STORAGE AND PROCESSING
P37671,yiaJ,b3574,INFORMATION STORAGE AND PROCESSING
P31475,yieP,b3755,INFORMATION STORAGE AND PROCESSING
P0ACK5,deoR,b0840,INFORMATION STORAGE AND PROCESSING
P0ACK8,fucR,b2805,INFORMATION STORAGE AND PROCESSING
P15082,srlR,b2707,INFORMATION STORAGE AND PROCESSING
P77721,ydjF,b1770,INFORMATION STORAGE AND PROCESSING
P37338,csiR,b2664,INFORMATION STORAGE AND PROCESSING
P45544,frlR,b3375,INFORMATION STORAGE AND PROCESSING
P67430,nemR,b1649,INFORMATION STORAGE AND PROCESSING
P0AF63,nsrR,b4178,INFORMATION STORAGE AND PROCESSING
P0A9U6,puuR,b1299,INFORMATION STORAGE AND PROCESSING
P0ACI3,xylR,b3569,INFORMATION STORAGE AND PROCESSING
P0ACM2,ydfH,b1540,INFORMATION STORAGE AND PROCESSING
P37344,pspF,b1303,INFORMATION STORAGE AND PROCESSING
P0A9V5,yiaG,b3555,INFORMATION STORAGE AND PROCESSING
P39356,yjhU,b4295,INFORMATION STORAGE AND PROCESSING
P77559,ynfL,b1595,INFORMATION STORAGE AND PROCESSING
Q46855,yqhC,b3010,INFORMATION STORAGE AND PROCESSING
P0A9W6,yrbA,b3190,INFORMATION STORAGE AND PROCESSING
P75959,nagK,b1119,INFORMATION STORAGE AND PROCESSING
P0A6R3,fis,b3261,INFORMATION STORAGE AND PROCESSING
P0A7Y8,rnpA,b3704,INFORMATION STORAGE AND PROCESSING
P0CG19,rph,b3643,INFORMATION STORAGE AND PROCESSING
P0A7P5,rpmH,b3703,INFORMATION STORAGE AND PROCESSING
P0A937,bamE,b2617,INFORMATION STORAGE AND PROCESSING
P0ACG8,hslR,b3400,INFORMATION STORAGE AND PROCESSING
P39380,kptA,b4331,INFORMATION STORAGE AND PROCESSING
P0A8N7,poxA,b4155,INFORMATION STORAGE AND PROCESSING
P32684,rluF,b4022,INFORMATION STORAGE AND PROCESSING
P0A7N1,rpmE,b3936,INFORMATION STORAGE AND PROCESSING
P0AGK4,yhbY,b3180,INFORMATION STORAGE AND PROCESSING
P46854,yhhY,b3441,INFORMATION STORAGE AND PROCESSING
P39332,yjgH,b4248,INFORMATION STORAGE AND PROCESSING
P33224,aidB,b4187,METABOLISM
Q46822,idi,b2889,METABOLISM
P27247,plsX,b1090,METABOLISM
P33368,yohF,b2137,METABOLISM
P76407,yegS,b2086,METABOLISM
P0A9V8,yihU,b3882,METABOLISM
P31119,aas,b2836,METABOLISM
P0A6E9,bioD,b0778,METABOLISM
P29680,hemE,b3997,METABOLISM
P23871,hemH,b0475,METABOLISM
P0A752,nadD,b0639,METABOLISM
P0AFK2,pnuC,b0751,METABOLISM
P0AGG0,thiL,b0417,METABOLISM
P0A6I6,coaD,b3634,METABOLISM
P26281,folK,b0142,METABOLISM
P65870,queD,b2765,METABOLISM
P76423,thiM,b2104,METABOLISM
P25534,ubiH,b2907,METABOLISM
P0A731,mgsA,b0963,METABOLISM
P37351,rpiB,b4090,METABOLISM
P56580,srlE,b2703,METABOLISM
P05804,uidA,b1617,METABOLISM
Q6BF16,dgoA,b4477,METABOLISM
P31459,dgoK,b3693,METABOLISM
P78055,fsaA,b0825,METABOLISM
P0AB87,fucA,b2800,METABOLISM
P30147,hyi,b0508,METABOLISM
P77257,lsrA,b1513,METABOLISM
P02916,malF,b4033,METABOLISM
P69801,manY,b1818,METABOLISM
P0AEY8,mdfA,b0842,METABOLISM
P23200,mglC,b2148,METABOLISM
P75906,pgaB,b1023,METABOLISM
P0AGI1,rbsC,b3750,METABOLISM
P36672,treB,b4240,METABOLISM
P76350,shiA,b1981,METABOLISM
P69822,ulaB,b4194,METABOLISM
P0AGI4,xylH,b3568,METABOLISM
P45424,yhcH,b3221,METABOLISM
P39363,sgcA,b4302,METABOLISM
P15723,dgt,b0160,METABOLISM
P23331,tdk,b1238,METABOLISM
P08337,mutT,b0099,METABOLISM
P77554,yahJ,b0324,METABOLISM
P0AEI6,nudJ,b1134,METABOLISM
Q46925,csdA,b2810,METABOLISM
P69908,gadA,b3517,METABOLISM
P0A6T9,gcvH,b2904,METABOLISM
P0AC55,glnK,b0450,METABOLISM
P24555,ptrB,b1845,METABOLISM
P16095,sdaA,b1814,METABOLISM
P23173,tnaB,b3709,METABOLISM
P52096,yaeR,b0187,METABOLISM
P05041,pabB,b1812,METABOLISM
P00805,ansB,b2957,METABOLISM
P19636,eutC,b2440,METABOLISM
P52094,hisQ,b2308,METABOLISM
P33590,nikA,b3476,METABOLISM
P16691,phnO,b4093,METABOLISM
P14176,proW,b2678,METABOLISM
Q47622,sapA,b1294,METABOLISM
P33913,yejA,b2177,METABOLISM
P65807,ygeY,b2872,METABOLISM
P28305,pabC,b1096,METABOLISM
P39359,yjhH,b4298,METABOLISM
P75798,gsiC,b0831,METABOLISM
P0AFH6,oppC,b1245,METABOLISM
P77360,yphC,b2545,METABOLISM
P76440,preT,b2146,METABOLISM
P0AEN4,ftsL,b0083,CELLULAR PROCESSES AND SIGNALING
P76055,ttcA,b1344,CELLULAR PROCESSES AND SIGNALING
Q47156,yafN,b0232,CELLULAR PROCESSES AND SIGNALING
P76217,astD,b1746,METABOLISM
P17445,betB,b0312,METABOLISM
P0AEL0,fdoI,b3892,METABOLISM
P0ABY4,fldB,b2895,METABOLISM
P0AEP9,glcD,b2979,METABOLISM
P0A996,glpC,b2243,METABOLISM
P21345,gltP,b4077,METABOLISM
P03817,mioC,b3742,METABOLISM
P65367,yqcA,b2790,METABOLISM
P26459,appC,b0978,METABOLISM
P0ABJ3,cyoC,b0430,METABOLISM
Q46839,glcA,b2975,METABOLISM
P52074,glcF,b4467,METABOLISM
P69739,hyaA,b0972,METABOLISM
P16431,hycE,b2721,METABOLISM
P33937,napA,b2206,METABOLISM
P77611,rsxC,b1629,METABOLISM
P77285,rsxG,b1631,METABOLISM
P69054,sdhC,b0721,METABOLISM
P0AC44,sdhD,b0722,METABOLISM
P36560,asr,b1597,
P0AEC5,barA,b2786,
P37659,bcsG,b3538,
P0AB40,bhsA,b1112,
P77330,borD,b0557,
P0AE60,cedA,b1731,
P64467,cnu,b1625,
P23840,dinD,b3645,
P08191,fimH,b4320,
P0AC92,gnsA,b4517,
P0AES9,hdeA,b3510,
P0AAN1,hybE,b2992,
P0AFM9,pspB,b1305,
P68191,sra,b1480,
P0AAQ2,yajD,b0410,
P37325,ybcH,b0567,
P0AAV6,ybgS,b0753,
P58094,yciX,b4523,
P64463,ydfZ,b1541,
P64476,ydiH,b1685,
P64479,ydiZ,b1724,
P46887,yecH,b1906,
P76471,yfaZ,b2250,
P65292,ygdI,b2809,
P64614,yhcN,b3238,
P0ADX5,yhfG,b3362,
P37615,yhhM,b3467,
Q2M7R5,yibT,b4554,
P18390,yjjA,b4360,
P64448,ynbE,b1382,
P76227,ynjH,b1760,
P45795,yrdB,b3280,
P21361,yciG,b1259,
P23477,addB,,
P76445,yeiU,,
P0A6W0,glsA,,
P0ACC1,hemK,,
P00892,ilvG,,
P45532,tusD,,
P0AB18,tusE,,
P56258,wecF,,
P27836,wecG,,
P0AFU4,yfhA,,
P64423,zntB,,
P24177,acrD,b2470,CELLULAR PROCESSES AND SIGNALING
P0AE14,ampE,b0111,CELLULAR PROCESSES AND SIGNALING
P76398,mdtB,b2075,CELLULAR PROCESSES AND SIGNALING
P37637,mdtF,b3514,CELLULAR PROCESSES AND SIGNALING
P0AAA9,zraP,b4002,CELLULAR PROCESSES AND SIGNALING
P33647,chpB,b4225,CELLULAR PROCESSES AND SIGNALING
P0AFX7,rseA,b2572,CELLULAR PROCESSES AND SIGNALING
P18392,rstB,b1609,CELLULAR PROCESSES AND SIGNALING
P76502,sixA,b2340,CELLULAR PROCESSES AND SIGNALING
P41039,ybiI,b0803,CELLULAR PROCESSES AND SIGNALING
P0AD14,yehU,b2126,CELLULAR PROCESSES AND SIGNALING
P08365,chpS,b4224,CELLULAR PROCESSES AND SIGNALING
P14376,rcsC,b2218,CELLULAR PROCESSES AND SIGNALING
P76446,rtn,b2176,CELLULAR PROCESSES AND SIGNALING
P08368,creB,b4398,CELLULAR PROCESSES AND SIGNALING
P0AFJ5,phoB,b0399,CELLULAR PROCESSES AND SIGNALING
P77302,ydaM,b1341,CELLULAR PROCESSES AND SIGNALING
P31129,ydeH,b1535,CELLULAR PROCESSES AND SIGNALING
P76237,yeaJ,b1786,CELLULAR PROCESSES AND SIGNALING
P76245,yeaP,b1794,CELLULAR PROCESSES AND SIGNALING
P23842,yfeA,b2395,CELLULAR PROCESSES AND SIGNALING
P32677,yijO,b3954,CELLULAR PROCESSES AND SIGNALING
P52106,csgD,b1040,CELLULAR PROCESSES AND SIGNALING
P0A8V0,rbn,b3886,POORLY CHARACTERIZED
P0A8H8,yacG,b0101,POORLY CHARACTERIZED
P0AA97,yaeQ,b0190,POORLY CHARACTERIZED
P0A8D3,yaiI,b0387,POORLY CHARACTERIZED
P51024,yaiL,b0354,POORLY CHARACTERIZED
P0AAS9,ybdD,b4512,POORLY CHARACTERIZED
P24252,ybgA,b0707,POORLY CHARACTERIZED
P75767,ybhK,b0780,POORLY CHARACTERIZED
P0A8C1,ybjQ,b0866,POORLY CHARACTERIZED
P75839,ycaP,b0906,POORLY CHARACTERIZED
P37052,ychJ,b1233,POORLY CHARACTERIZED
P0ACV4,yciS,b1279,POORLY CHARACTERIZED
P0A8R7,ycjF,b1322,POORLY CHARACTERIZED
P76076,ydbL,b1383,POORLY CHARACTERIZED
P76231,yeaC,b1777,POORLY CHARACTERIZED
P37348,yecE,b1868,POORLY CHARACTERIZED
P76318,yedK,b1931,POORLY CHARACTERIZED
P0AD24,yejL,b2187,POORLY CHARACTERIZED
P33644,yfiH,b2593,POORLY CHARACTERIZED
P52060,yggU,b2953,POORLY CHARACTERIZED
P67624,yheU,b3354,POORLY CHARACTERIZED
P23305,yigA,b3810,POORLY CHARACTERIZED
P0ADB7,ecnB,b4411,POORLY CHARACTERIZED
P67697,hicB,b1438,POORLY CHARACTERIZED
P0AB20,hspQ,b0966,POORLY CHARACTERIZED
P0ADV9,lptC,b3199,POORLY CHARACTERIZED
P0A8N0,matP,b0956,POORLY CHARACTERIZED
P77182,mnmC,b2324,POORLY CHARACTERIZED
P76079,paaC,b1390,POORLY CHARACTERIZED
P60782,plsY,b3059,POORLY CHARACTERIZED
P0AG71,rmuC,b3832,POORLY CHARACTERIZED
P18393,ybdZ,b4511,POORLY CHARACTERIZED
P0AB35,ycfJ,b1110,POORLY CHARACTERIZED
P77433,ykgG,b0308,POORLY CHARACTERIZED
P42626,yhaM,b4470,POORLY CHARACTERIZED
P46474,yhdP,b4472,POORLY CHARACTERIZED
P0AF59,yjdI,b4126,POORLY CHARACTERIZED
P64517,yodC,b1957,POORLY CHARACTERIZED
P0AD40,ypeB,b4546,POORLY CHARACTERIZED
P39321,tamB,b4221,POORLY CHARACTERIZED
P27250,ahr,b4269,POORLY CHARACTERIZED
P0AFP4,ybbO,b0493,POORLY CHARACTERIZED
P0AF52,ghxP,b4064,POORLY CHARACTERIZED
P0AEH3,elaA,b2267,POORLY CHARACTERIZED
P37147,fxsA,b4140,POORLY CHARACTERIZED
P0AEY3,mazG,b2781,POORLY CHARACTERIZED
P37750,wbbJ,b2033,POORLY CHARACTERIZED
P0A9T6,ybaQ,b0483,POORLY CHARACTERIZED
P0A898,ybeY,b0659,POORLY CHARACTERIZED
P0AAW1,ybhP,b0790,POORLY CHARACTERIZED
P60869,ybjL,b0847,POORLY CHARACTERIZED
P67699,yddM,b1477,POORLY CHARACTERIZED
P76342,yedY,b1971,POORLY CHARACTERIZED
P33015,yeeE,b2013,POORLY CHARACTERIZED
P60872,yidE,b3685,POORLY CHARACTERIZED
P08550,cvpA,b2313,POORLY CHARACTERIZED
P31992,pptA,b1461,POORLY CHARACTERIZED
P76194,sufE,b1679,POORLY CHARACTERIZED
P75746,ybgL,b0713,POORLY CHARACTERIZED
P46144,yedJ,b1962,POORLY CHARACTERIZED
P39298,yjfP,b4190,POORLY CHARACTERIZED
P0A8Y1,yjjG,b4374,POORLY CHARACTERIZED
P76561,ypfH,b2473,POORLY CHARACTERIZED
P0A8Z7,yqiA,b3031,POORLY CHARACTERIZED
P45468,yraQ,b3151,POORLY CHARACTERIZED
P0AE45,ytfL,b4218,POORLY CHARACTERIZED
P31825,yfiC,b2575,POORLY CHARACTERIZED
P42597,ygjP,b3085,POORLY CHARACTERIZED
P39407,yjjU,b4377,POORLY CHARACTERIZED
P76223,ynjB,b1754,POORLY CHARACTERIZED
P64493,yoaF,b1793,POORLY CHARACTERIZED
P76344,zinT,b1973,POORLY CHARACTERIZED
P21369,pncA,b1768,METABOLISM
P76078,paaB,b1389,METABOLISM
P37610,tauD,b0368,METABOLISM
P69681,amtB,b0451,METABOLISM
P62672,apaG,b0050,METABOLISM
P31801,chaA,b1216,METABOLISM
P0AEL3,feoA,b3408,METABOLISM
P0A6V5,glpE,b3425,METABOLISM
P0AFA7,nhaB,b1186,METABOLISM
P0AB96,arsC,b3503,METABOLISM
P76007,cvrA,b1191,METABOLISM
P0ACX9,ydiE,b1705,METABOLISM
P64488,yeaR,b1797,METABOLISM
P23485,fecR,b4292,METABOLISM
P31680,djlA,b0055,CELLULAR PROCESSES AND SIGNALING
P68688,grxA,b0849,CELLULAR PROCESSES AND SIGNALING
P77526,yfcG,b2302,CELLULAR PROCESSES AND SIGNALING
P33014,yeeD,b2012,CELLULAR PROCESSES AND SIGNALING
P05704,trg,b1421,CELLULAR PROCESSES AND SIGNALING
P25798,fliF,b1938,CELLULAR PROCESSES AND SIGNALING
P52613,fliJ,b1942,CELLULAR PROCESSES AND SIGNALING
P0A9H9,cheZ,b1881,CELLULAR PROCESSES AND SIGNALING
P31697,fimC,b4316,CELLULAR PROCESSES AND SIGNALING
P63883,amiC,b2817,CELLULAR PROCESSES AND SIGNALING
P60955,lgt,b2828,CELLULAR PROCESSES AND SIGNALING
P27300,lpxK,b0915,CELLULAR PROCESSES AND SIGNALING
P0C0T5,mepA,b2328,CELLULAR PROCESSES AND SIGNALING
P41052,mltB,b2701,CELLULAR PROCESSES AND SIGNALING
P0C066,mltC,b2963,CELLULAR PROCESSES AND SIGNALING
P0AD65,mrdA,b0635,CELLULAR PROCESSES AND SIGNALING
P0AFI5,pbpG,b2134,CELLULAR PROCESSES AND SIGNALING
P27243,rfaL,b3622,CELLULAR PROCESSES AND SIGNALING
P07021,yfiB,b2605,CELLULAR PROCESSES AND SIGNALING
P03813,ygeA,b2840,CELLULAR PROCESSES AND SIGNALING
Q46798,ygeR,b2865,CELLULAR PROCESSES AND SIGNALING
P0AEA2,csgG,b1037,CELLULAR PROCESSES AND SIGNALING
P0C960,emtA,b1193,CELLULAR PROCESSES AND SIGNALING
P0AC00,frlB,b3371,CELLULAR PROCESSES AND SIGNALING
P75958,lolE,b1118,CELLULAR PROCESSES AND SIGNALING
P46022,mtgA,b3208,CELLULAR PROCESSES AND SIGNALING
P0AEB5,ynaI,b1330,CELLULAR PROCESSES AND SIGNALING
P75822,ybjT,b0869,CELLULAR PROCESSES AND SIGNALING
P45469,yraR,b3152,CELLULAR PROCESSES AND SIGNALING
P38104,rspA,b1581,CELLULAR PROCESSES AND SIGNALING
P27242,waaU,b3623,CELLULAR PROCESSES AND SIGNALING
P76387,wzc,b2060,CELLULAR PROCESSES AND SIGNALING
P76190,ydhO,b1655,CELLULAR PROCESSES AND SIGNALING
P76206,ydiY,b1722,CELLULAR PROCESSES AND SIGNALING
P0AES2,gudD,b2787,CELLULAR PROCESSES AND SIGNALING
P28631,holB,b1099,INFORMATION STORAGE AND PROCESSING
P71298,intF,b0281,INFORMATION STORAGE AND PROCESSING
P05523,mutM,b3635,INFORMATION STORAGE AND PROCESSING
P17802,mutY,b2961,INFORMATION STORAGE AND PROCESSING
P50465,nei,b0714,INFORMATION STORAGE AND PROCESSING
P68739,nfi,b3998,INFORMATION STORAGE AND PROCESSING
P0AB83,nth,b1633,INFORMATION STORAGE AND PROCESSING
P07013,priB,b4201,INFORMATION STORAGE AND PROCESSING
